id_recipe,prep_time,cook_time,total_time,freeze_time,cool_time,stand_time,chill_time,soak_time,marinate_time,additional_time,refrigerate_time,rest_time,active_time,bake_time,grill_time,rise_time,fry_time,other_time_time,roast_time,process_time,release_pressure_time
6593499,,,,,,,,,,,,,,,,,,,,,
6565366,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6583282,25 mins,30 mins, 1 hr 10 mins,,,,,,,15 mins,,,,,,,,,,,
6562108,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6586172,,,,,,,,,,,,,,,,,,,,,
6567230,10 mins,, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6588410,20 mins,, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6566453,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6566396,,,,,,,,,,,,,,,,,,,,,
6567383,10 mins,15 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6566417,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6604265,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6741774,25 mins, 1 hr,1 day 5 hrs 25 mins,,,,,,,1 day 4 hrs,,,,,,,,,,,
6566974,,,,,,,,,,,,,,,,,,,,,
6563815,25 mins,, 1 hr 10 mins,,,,,,,45 mins,,,,,,,,,,,
6564366,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6593183,5 mins,8 mins,14 mins,,,,,,,1 mins,,,,,,,,,,,
6587754,15 mins,,30 mins,,,,,,,15 mins,,,,,,,,,,,
6573085,5 mins,,35 mins,,,,,,,30 mins,,,,,,,,,,,
6566150,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6588920,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6664170,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6564718,15 mins,, 1 hr,,,,,,,45 mins,,,,,,,,,,,
6562443,15 mins,8 mins,23 mins,,,,,,,,,,,,,,,,,,
6564394,10 mins,,40 mins,,,,,,,30 mins,,,,,,,,,,,
6564147,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6571954,20 mins, 1 hr, 3 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6589336,,,,,,,,,,,,,,,,,,,,,
7496725,10 mins,10 mins, 1 hr 50 mins,,,,,,,,,,,,, 1 hr 30 mins,,,,,
6594917,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6593046, 1 hr 10 mins,5 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6736915,15 mins,30 mins, 1 hr,,,,,,,15 mins,,,,,,,,,,,
6576244,10 mins,, 6 hrs 25 mins,,,,,,, 6 hrs 15 mins,,,,,,,,,,,
6581965,10 mins,,20 mins,,,,,,,10 mins,,,,,,,,,,,
6567451,15 mins,, 2 hrs 35 mins,,,,,,, 2 hrs 20 mins,,,,,,,,,,,
6595643, 2 hrs,, 2 hrs 5 mins,,,,,,,5 mins,,,,,,,,,,,
6737810,10 mins,10 mins, 18 hrs 35 mins,,,,,,, 18 hrs 15 mins,,,,,,,,,,,
6589821,15 mins,, 1 hr 25 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6592511,10 mins,7 mins,47 mins,,,,,,,30 mins,,,,,,,,,,,
6577960,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6590926,10 mins,33 mins,43 mins,,,,,,,,,,,,,,,,,,
6579566,20 mins,, 10 hrs 40 mins,,,,,,, 10 hrs 20 mins,,,,,,,,,,,
6737200,10 mins,24 mins, 2 hrs 34 mins,,,,,,, 2 hrs,,,,,,,,,,,
6589793,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6602839,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6566162,20 mins,, 1 hr 30 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6592059,15 mins,,20 mins,,,,,,,5 mins,,,,,,,,,,,
6648335,15 mins,30 mins, 1 hr 5 mins,,,,,,,20 mins,,,,,,,,,,,
6741841,30 mins,6 mins, 10 hrs 36 mins,,,,,,, 10 hrs,,,,,,,,,,,
6573807,30 mins,10 mins, 15 hrs,,,,,,, 14 hrs 20 mins,,,,,,,,,,,
6565276,25 mins,, 1 hr 45 mins,,,,,,, 1 hr 20 mins,,,,,,,,,,,
6577041,20 mins,15 mins, 1 hr 35 mins,,,,,,, 1 hr,,,,,,,,,,,
6737216,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6579771,15 mins,25 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6564989,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6563718,40 mins,20 mins, 2 hrs,,,,,,, 1 hr,,,,,,,,,,,
6738084,30 mins, 1 hr 10 mins, 2 hrs 55 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6579693,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6564948,20 mins,25 mins, 3 hrs 20 mins,,,,,,, 2 hrs 35 mins,,,,,,,,,,,
6738890,10 mins,5 mins,30 mins,,,,,,,15 mins,,,,,,,,,,,
6603365,20 mins,,50 mins,,,,,,,30 mins,,,,,,,,,,,
6588943,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6582510,30 mins,0 mins,1 day 1 hr 25 mins,,,,,,,40 mins,,,,,,,,,,,
6591102,25 mins,10 mins, 1 hr 35 mins,,,,,,, 1 hr,,,,,,,,,,,
6590784,30 mins,5 mins, 1 hr 45 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6599492,15 mins,, 10 hrs 15 mins,,,,,,, 10 hrs,,,,,,,,,,,
6587062,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6570831,,,,,,,,,,,,,,,,,,,,,
6596453,30 mins,20 mins, 2 hrs 40 mins,,,,,,, 1 hr 50 mins,,,,,,,,,,,
6573354,15 mins,15 mins, 1 hr 15 mins,,,,,,,45 mins,,,,,,,,,,,
6601861,10 mins,11 mins,41 mins,,,,,,,20 mins,,,,,,,,,,,
6594475,10 mins,30 mins, 1 hr 10 mins,,,,,,,30 mins,,,,,,,,,,,
6594945,10 mins,20 mins, 1 hr 5 mins,,,,,,,35 mins,,,,,,,,,,,
6561594,10 mins,20 mins, 2 hrs 40 mins,,,,,,, 2 hrs 10 mins,,,,,,,,,,,
6569406,10 mins,, 1 hr 50 mins,,,,,,, 1 hr 40 mins,,,,,,,,,,,
6571290,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6572972,10 mins,, 1 hr 23 mins,,,,,,, 1 hr 13 mins,,,,,,,,,,,
6563568,10 mins,,35 mins,,,,,,,25 mins,,,,,,,,,,,
7503843,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
7504226,10 mins,12 mins,22 mins,,,,,,,,,,,,,,,,,,
7480222,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
7369199,5 mins,18 mins,23 mins,,,,,,,,,,,,,,,,,,
7368465,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6738665,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6739222,25 mins,10 mins, 1 hr 40 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
7255338,15 mins,18 mins,33 mins,,,,,,,,,,,,,,,,,,
6746960,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6648965,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6649786,15 mins,15 mins, 1 hr 45 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6574061,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6568963,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6588932,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6737818,45 mins,15 mins, 3 hrs,,,,,,, 2 hrs,,,,,,,,,,,
6738978,30 mins,10 mins, 16 hrs 45 mins,,,,,,, 16 hrs 5 mins,,,,,,,,,,,
6651076,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6577103,35 mins,20 mins, 1 hr 50 mins,,,,,,,55 mins,,,,,,,,,,,
6649923,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6663549,35 mins,35 mins, 2 hrs 30 mins,,,,,,, 1 hr 20 mins,,,,,,,,,,,
6650093,25 mins,15 mins, 1 hr 45 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6736480,5 mins,10 mins,25 mins,,,,,,,10 mins,,,,,,,,,,,
6579046,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6663446,15 mins,25 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6648437,17 mins,30 mins,50 mins,,,,,,,3 mins,,,,,,,,,,,
6591603,15 mins,15 mins,35 mins,,,,,,,5 mins,,,,,,,,,,,
6664877,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6650092,30 mins,10 mins, 1 hr 45 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6738222,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6650762,40 mins,35 mins, 2 hrs 25 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6650044,10 mins,17 mins,27 mins,,,,,,,,,,,,,,,,,,
6592279, 2 hrs,20 mins, 2 hrs 20 mins,,,,,,,,,,,,,,,,,,
6737754,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6598143,20 mins,12 mins,32 mins,,,,,,,,,,,,,,,,,,
6738211,25 mins, 1 hr 5 mins, 3 hrs,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6585680,25 mins, 1 hr 20 mins, 1 hr 50 mins,,,,,,,5 mins,,,,,,,,,,,
6664275,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6584517,15 mins,15 mins, 1 hr,,,,,,,30 mins,,,,,,,,,,,
6573875,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6604853,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6597847,10 mins,,25 mins,,,,,,,15 mins,,,,,,,,,,,
6664581,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6649512,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6595353,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6599191,5 mins,30 mins,35 mins,,,,,,,,,,,,,,,,,,
6600877,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6600994,20 mins,20 mins, 2 hrs 40 mins,,,,,,, 2 hrs,,,,,,,,,,,
6593143,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6586201,20 mins,35 mins,55 mins,,,,,,,,,,,,,,,,,,
6589889,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6579546,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6578678, 2 hrs 30 mins, 1 hr 15 mins, 3 hrs 45 mins,,,,,,,,,,,,,,,,,,
6739086,10 mins,40 mins,55 mins,,,,,,,5 mins,,,,,,,,,,,
6584973,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6586617,10 mins,50 mins, 1 hr 10 mins,,,,,,,10 mins,,,,,,,,,,,
6567809,,,,,,,,,,,,,,,,,,,,,
6570540, 4 hrs,30 mins, 4 hrs 30 mins,,,,,,,,,,,,,,,,,,
6575740,15 mins,55 mins, 1 hr 15 mins,,,,,,,5 mins,,,,,,,,,,,
6589619,20 mins,45 mins, 1 hr 10 mins,,,,,,,5 mins,,,,,,,,,,,
6567600,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6580075,5 mins,15 mins,25 mins,,,,,,,5 mins,,,,,,,,,,,
6596781,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6582958,5 mins,20 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6571471,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6604996,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6602952,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6575959,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6599723,15 mins,25 mins, 9 hrs 10 mins,,,,,,, 8 hrs 30 mins,,,,,,,,,,,
6578213, 1 hr,20 mins, 2 hrs 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6585606,15 mins,40 mins, 1 hr 55 mins,,,,,,, 1 hr,,,,,,,,,,,
6592174,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6580908,15 mins,20 mins,45 mins,,,,,,,10 mins,,,,,,,,,,,
6648866,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6599471,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6587342,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6581421,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6597462,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6571773,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6574942,2 mins,5 mins,7 mins,,,,,,,,,,,,,,,,,,
6591993,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6579411,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6738578,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6590606,10 mins,5 mins,30 mins,,,,,,,15 mins,,,,,,,,,,,
6585037,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6581026,10 mins,36 mins,56 mins,,,,,,,10 mins,,,,,,,,,,,
6580659,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6591897,5 mins,35 mins,40 mins,,,,,,,,,,,,,,,,,,
6591524,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6572185,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6568776,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6576219,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6573790,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6605111,,5 mins,10 mins,,,,,,,5 mins,,,,,,,,,,,
6589787,5 mins,2 mins,7 mins,,,,,,,,,,,,,,,,,,
6591198,5 mins,2 mins,7 mins,,,,,,,,,,,,,,,,,,
6567346,,5 mins,5 mins,,,,,,,,,,,,,,,,,,
6581917,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6649143,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6572013,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6738246,5 mins,10 mins,20 mins,,,,,,,5 mins,,,,,,,,,,,
6739445,15 mins,50 mins, 1 hr 35 mins,,,,,,,30 mins,,,,,,,,,,,
6570835,7 mins,8 mins,30 mins,,,,,,,15 mins,,,,,,,,,,,
6589056,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6601970,20 mins,5 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6596566,5 mins,15 mins,30 mins,,,,,,,10 mins,,,,,,,,,,,
6568642,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6591754,20 mins, 1 hr 21 mins, 1 hr 41 mins,,,,,,,,,,,,,,,,,,
6592861,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6599117,,,,,,,,,,,,,,,,,,,,,
6737990,15 mins, 1 hr 30 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6605280,10 mins,30 mins,41 mins,,,,,,,1 mins,,,,,,,,,,,
6594348,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6586516,25 mins,10 mins,50 mins,,,,,,,15 mins,,,,,,,,,,,
6600985,10 mins, 1 hr 5 mins, 2 hrs 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6571270,15 mins,5 mins,25 mins,,,,,,,5 mins,,,,,,,,,,,
6589347,10 mins,50 mins, 1 hr 15 mins,,,,,,,15 mins,,,,,,,,,,,
6588566,10 mins, 1 hr 12 mins, 1 hr 22 mins,,,,,,,,,,,,,,,,,,
6586436,15 mins,50 mins, 1 hr 50 mins,,,,,,,45 mins,,,,,,,,,,,
6599386,45 mins,7 mins, 1 hr 2 mins,,,,,,,10 mins,,,,,,,,,,,
6575497,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6588125,15 mins,15 mins,50 mins,,,,,,,20 mins,,,,,,,,,,,
6585056,,,,,,,,,,,,,,,,,,,,,
6648306,10 mins,35 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6650564,10 mins,5 mins, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6576140,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6584099,10 mins,32 mins,42 mins,,,,,,,,,,,,,,,,,,
6578777,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6594676,15 mins,10 mins, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6570311,10 mins,40 mins,50 mins,,,,,,,,,,,,,,,,,,
6664326,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6737657,10 mins,35 mins, 1 hr,,,,,,,15 mins,,,,,,,,,,,
6649372,10 mins,40 mins,50 mins,,,,,,,,,,,,,,,,,,
6605082,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6570135,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6738245,10 mins,30 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6600845,10 mins,35 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6571357,10 mins,20 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6738438,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6595860,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6574635,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6663116,10 mins,30 mins, 1 hr 40 mins,,,,,,, 1 hr,,,,,,,,,,,
6581303,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6590332,10 mins,10 mins, 2 hrs 25 mins,,,,,,, 2 hrs 5 mins,,,,,,,,,,,
6599249,10 mins,,40 mins,,,,,,,30 mins,,,,,,,,,,,
6576476,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6602281,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6579902,5 mins,30 mins, 1 hr 35 mins,,,,,,, 1 hr,,,,,,,,,,,
7563464,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6664464,5 mins,10 mins, 2 hrs 15 mins,,,,,,, 2 hrs,,,,,,,,,,,
7105793,,10 mins,30 mins,,,,,,,,5 mins,,15 mins,,,,,,,,
6752090,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6664773,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6648362,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6649754,25 mins,35 mins, 1 hr,,,,,,,,,,,,,,,,,,
7487076,10 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,15 mins
7095354,20 mins,45 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6648219,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6648197,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6648266,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6736855,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6663142,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6649229,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6663700,10 mins,, 6 hrs 10 mins,,,,,,, 6 hrs,,,,,,,,,,,
6575523,10 mins, 1 hr 10 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6663980,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6664361,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6663198,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6664770,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6597188,10 mins, 2 hrs 30 mins, 2 hrs 40 mins,,,,,,,,,,,,,,,,,,
6648582,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6599006,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6664497,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6649158,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6650240,20 mins, 1 hr 30 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6663929,10 mins,15 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6648420,5 mins, 3 hrs, 3 hrs 5 mins,,,,,,,,,,,,,,,,,,
6572070,10 mins, 2 hrs 10 mins, 2 hrs 40 mins,,,,,,,20 mins,,,,,,,,,,,
6576604,5 mins,20 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6592774,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6649509,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6595994,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6651059,10 mins,15 mins, 6 hrs 25 mins,,,,,,, 6 hrs,,,,,,,,,,,
6648565,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6663376,15 mins,25 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6648878,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6738696,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6664776,10 mins,30 mins, 1 hr 10 mins,,,,,,,30 mins,,,,,,,,,,,
6572597,5 mins,45 mins,50 mins,,,,,,,,,,,,,,,,,,
6664224,10 mins, 4 hrs, 4 hrs 10 mins,,,,,,,,,,,,,,,,,,
6739541,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6739055,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6737995,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6574547,5 mins, 8 hrs, 8 hrs 5 mins,,,,,,,,,,,,,,,,,,
6574095,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6648307,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
7151927,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6648382,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
7096904,15 mins,35 mins, 1 hr,,,,,,,,,10 mins,,,,,,,,,
6582448,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6742931,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6581445,30 mins, 5 hrs, 5 hrs 30 mins,,,,,,,,,,,,,,,,,,
6650811,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6651034,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6663296,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6648918,15 mins, 1 hr 30 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6664736,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6664654,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6650417,10 mins, 4 hrs 15 mins, 4 hrs 25 mins,,,,,,,,,,,,,,,,,,
6650619,10 mins, 8 hrs, 20 hrs 40 mins,,,,,,, 12 hrs 30 mins,,,,,,,,,,,
6663155,15 mins, 4 hrs, 12 hrs 15 mins,,,,,,, 8 hrs,,,,,,,,,,,
6575344,30 mins,10 mins, 2 hrs 40 mins,,,,,,, 2 hrs,,,,,,,,,,,
6650589,15 mins, 3 hrs, 3 hrs 15 mins,,,,,,,,,,,,,,,,,,
6740986,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6650348,20 mins, 4 hrs, 12 hrs 20 mins,,,,,,, 8 hrs,,,,,,,,,,,
6580194,15 mins, 1 hr, 3 hrs 15 mins,,,,,,, 2 hrs,,,,,,,,,,,
6739096,10 mins, 2 hrs, 2 hrs 10 mins,,,,,,,,,,,,,,,,,,
6590447,10 mins, 3 hrs 35 mins, 7 hrs 45 mins,,,,,,, 4 hrs,,,,,,,,,,,
6664461,10 mins,55 mins, 1 hr 10 mins,,,,,,,5 mins,,,,,,,,,,,
6649444,15 mins, 2 hrs, 3 hrs 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6577377,5 mins,35 mins,40 mins,,,,,,,,,,,,,,,,,,
6605066,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6588112,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6664051,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6597143,10 mins, 3 hrs 10 mins, 3 hrs 20 mins,,,,,,,,,,,,,,,,,,
6650947,15 mins, 2 hrs 15 mins, 2 hrs 30 mins,,,,,,,,,,,,,,,,,,
6663694,10 mins, 4 hrs 5 mins, 4 hrs 25 mins,,,,,,,10 mins,,,,,,,,,,,
6738157,20 mins, 4 hrs, 5 hrs,,,,,,,40 mins,,,,,,,,,,,
6601225,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6587394,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6600166,20 mins, 3 hrs 30 mins, 7 hrs 50 mins,,,,,,, 4 hrs,,,,,,,,,,,
6736372,10 mins, 3 hrs, 7 hrs 25 mins,,,,,,, 4 hrs 15 mins,,,,,,,,,,,
6575649,10 mins, 5 hrs, 5 hrs 10 mins,,,,,,,,,,,,,,,,,,
6592913,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6589280,10 mins, 8 hrs, 8 hrs 10 mins,,,,,,,,,,,,,,,,,,
6594810,10 mins, 3 hrs 30 mins, 4 hrs 40 mins,,,,,,, 1 hr,,,,,,,,,,,
6579764,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6736732,30 mins, 3 hrs, 11 hrs 30 mins,,,,,,, 8 hrs,,,,,,,,,,,
6649126,20 mins, 2 hrs 40 mins, 3 hrs 10 mins,,,,,,,10 mins,,,,,,,,,,,
6601871,,,,,,,,,,,,,,,,,,,,,
6589331,15 mins, 2 hrs 30 mins, 2 hrs 45 mins,,,,,,,,,,,,,,,,,,
6569844,15 mins,35 mins, 1 hr 20 mins,,,,,,,30 mins,,,,,,,,,,,
6569186,30 mins, 1 hr 10 mins, 5 hrs 40 mins,,,,,,, 4 hrs,,,,,,,,,,,
6649136,15 mins, 4 hrs 30 mins, 4 hrs 45 mins,,,,,,,,,,,,,,,,,,
6739574,10 mins, 8 hrs 30 mins, 8 hrs 40 mins,,,,,,,,,,,,,,,,,,
6570594,10 mins, 8 hrs 2 mins, 8 hrs 12 mins,,,,,,,,,,,,,,,,,,
6649972,20 mins, 1 hr 30 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6572008,30 mins, 5 hrs, 13 hrs 30 mins,,,,,,, 8 hrs,,,,,,,,,,,
6602097,5 mins, 1 hr, 1 hr 20 mins,,,,,,,15 mins,,,,,,,,,,,
6739455,10 mins, 2 hrs 50 mins, 11 hrs,,,,,,, 8 hrs,,,,,,,,,,,
6582371,15 mins, 1 hr 25 mins, 3 hrs 40 mins,,,,,,, 2 hrs,,,,,,,,,,,
