id_recipe,prep_time,cook_time,total_time,freeze_time,cool_time,stand_time,chill_time,soak_time,marinate_time,additional_time,refrigerate_time,rest_time,active_time,bake_time,grill_time,rise_time,fry_time,other_time_time,roast_time,process_time,release_pressure_time
6581575,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6604471,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6738020,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6587282,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6573179,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6591819,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6578702,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6606085,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6573335,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6570358,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6588244,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6595769,,,,,,,,,,,,,,,,,,,,,
6596625,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6597535,,,,,,,,,,,,,,,,,,,,,
6576742,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6599237,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6597094,5 mins,50 mins,55 mins,,,,,,,,,,,,,,,,,,
6589346,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6584023,15 mins, 2 hrs, 2 hrs 15 mins,,,,,,,,,,,,,,,,,,
6591235,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6572381,10 mins,, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6601410,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6650343,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6576774,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6569496,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6605114,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6583891,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6572965,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6577048,5 mins,30 mins,35 mins,,,,,,,,,,,,,,,,,,
6602302,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6602267,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6590599,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6606075,5 mins,, 1 hr 5 mins,,,,,,, 1 hr,,,,,,,,,,,
6603102,,,,,,,,,,,,,,,,,,,,,
6572085,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6565327,15 mins,1 day 1 hr,1 day 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6576409,15 mins,25 mins,55 mins,,,,,,,15 mins,,,,,,,,,,,
6573204,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6650956,30 mins,20 mins, 3 hrs 20 mins,,,,,,, 2 hrs 30 mins,,,,,,,,,,,
6585081,30 mins,25 mins, 2 hrs 45 mins,,,,,,, 1 hr 50 mins,,,,,,,,,,,
6595150,30 mins,45 mins, 1 hr 50 mins,,,,,,,35 mins,,,,,,,,,,,
6587376,30 mins,20 mins, 2 hrs,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6601211,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6601354,45 mins,35 mins, 3 hrs 45 mins,,,,,,, 2 hrs 25 mins,,,,,,,,,,,
6577474,20 mins,10 mins,40 mins,,,,,,,10 mins,,,,,,,,,,,
6664994,15 mins,15 mins,45 mins,,15 mins,,,,,,,,,,,,,,,,
6572845,50 mins,20 mins, 2 hrs 30 mins,,,,,,, 1 hr 20 mins,,,,,,,,,,,
6572821,15 mins,16 mins, 2 hrs 46 mins,,,,,,, 2 hrs 15 mins,,,,,,,,,,,
6586240,30 mins,30 mins, 2 hrs 10 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6598272,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6590997,25 mins,40 mins, 1 hr 40 mins,,,,,,,35 mins,,,,,,,,,,,
6648575,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6650185,10 mins,20 mins,45 mins,,,,,,,,,15 mins,,,,,,,,,
6603307,5 mins,2 mins,7 mins,,,,,,,,,,,,,,,,,,
6606440,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6650613,15 mins,15 mins,50 mins,,,,,,,20 mins,,,,,,,,,,,
7554356,10 mins,58 mins, 1 hr 8 mins,,,,,,,,,,,,,,,,,,
7511596,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6649210,10 mins, 4 hrs 10 mins, 4 hrs 20 mins,,,,,,,,,,,,,,,,,,
6651040,10 mins, 7 hrs 20 mins, 7 hrs 30 mins,,,,,,,,,,,,,,,,,,
6739258,15 mins, 3 hrs, 3 hrs 15 mins,,,,,,,,,,,,,,,,,,
6649914,20 mins, 8 hrs, 8 hrs 20 mins,,,,,,,,,,,,,,,,,,
6738106,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6650164,15 mins, 1 hr 10 mins, 2 hrs 5 mins,,,,,,,40 mins,,,,,,,,,,,
6582965,25 mins, 1 hr, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6569180,5 mins,45 mins,50 mins,,,,,,,,,,,,,,,,,,
6584957,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6649690,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6664749,20 mins,35 mins,55 mins,,,,,,,,,,,,,,,,,,
6594852,10 mins, 8 hrs, 8 hrs 10 mins,,,,,,,,,,,,,,,,,,
6739108,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6595192,10 mins, 3 hrs 10 mins, 3 hrs 20 mins,,,,,,,,,,,,,,,,,,
6575232,15 mins, 1 hr 15 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6599714,15 mins, 1 hr 45 mins, 2 hrs,,,,,,,,,,,,,,,,,,
6593006,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6591988,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6663892,15 mins, 3 hrs 5 mins, 11 hrs 20 mins,,,,, 8 hrs,,,,,,,,,,,,,
6738353,15 mins, 2 hrs 30 mins, 10 hrs 45 mins,,,,,,, 8 hrs,,,,,,,,,,,
6593934,10 mins, 1 hr 30 mins, 1 hr 40 mins,,,,,,,,,,,,,,,,,,
6590317,, 14 hrs, 14 hrs,,,,,,,,,,,,,,,,,,
6739081,15 mins, 2 hrs, 2 hrs 15 mins,,,,,,,,,,,,,,,,,,
6582608, 1 hr, 5 hrs, 6 hrs,,,,,,,,,,,,,,,,,,
6574759,10 mins, 1 hr 20 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6574544,55 mins, 12 hrs, 13 hrs 10 mins,,,,,,,15 mins,,,,,,,,,,,
6651151,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6648183,10 mins, 1 hr 15 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6739799,15 mins, 3 hrs 22 mins, 3 hrs 37 mins,,,,,,,,,,,,,,,,,,
6579739,5 mins,20 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6579399,15 mins, 4 hrs 15 mins, 4 hrs 30 mins,,,,,,,,,,,,,,,,,,
6600849,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6586406,10 mins, 8 hrs 5 mins, 9 hrs 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6586055,10 mins, 2 hrs 15 mins, 2 hrs 25 mins,,,,,,,,,,,,,,,,,,
6578046,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6596247,10 mins, 1 hr 50 mins, 10 hrs,,,,,,, 8 hrs,,,,,,,,,,,
6605540,15 mins, 6 hrs 20 mins, 6 hrs 35 mins,,,,,,,,,,,,,,,,,,
6736631,15 mins, 1 hr 45 mins, 10 hrs,,,,,,, 8 hrs,,,,,,,,,,,
6590492,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6580820,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6592934,10 mins, 9 hrs, 17 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6651201,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6738059,30 mins, 1 hr 20 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6574820,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6590639,5 mins, 1 hr 40 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6649176,15 mins, 10 hrs, 10 hrs 15 mins,,,,,,,,,,,,,,,,,,
6604114,10 mins, 7 hrs, 15 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6589402,20 mins, 1 hr 20 mins, 1 hr 50 mins,,,,,,,10 mins,,,,,,,,,,,
6598932,15 mins, 3 hrs 10 mins, 3 hrs 25 mins,,,,,,,,,,,,,,,,,,
6570237,20 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6601036,10 mins, 1 hr, 1 hr 15 mins,,,,,,,5 mins,,,,,,,,,,,
6599109,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6576966,15 mins, 3 hrs, 3 hrs 15 mins,,,,,,,,,,,,,,,,,,
6604253,10 mins, 8 hrs, 16 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6600164,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6601134,15 mins, 5 hrs, 5 hrs 15 mins,,,,,,,,,,,,,,,,,,
6591106,10 mins, 1 hr 10 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6574150,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6592467,10 mins, 6 hrs, 14 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6663850,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6650456,15 mins, 1 hr 10 mins, 1 hr 35 mins,,,,,,,10 mins,,,,,,,,,,,
6649661,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6649845,10 mins, 1 hr, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6649041,15 mins, 1 hr, 1 hr 50 mins,,,,,,,35 mins,,,,,,,,,,,
6740957,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6738756,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6650278,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6664700,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6604094,15 mins,30 mins,55 mins,,,,,,,10 mins,,,,,,,,,,,
6580888,10 mins,55 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6741013,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6580352,10 mins,20 mins,35 mins,,,,,,,5 mins,,,,,,,,,,,
6737345,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6604638,15 mins,55 mins, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6600291,20 mins,50 mins, 1 hr 15 mins,,,,,,,5 mins,,,,,,,,,,,
6664380,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6589176,15 mins,45 mins, 1 hr 10 mins,,,,,,,10 mins,,,,,,,,,,,
6578808,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6665004,15 mins, 1 hr 10 mins, 1 hr 40 mins,,,,,,,15 mins,,,,,,,,,,,
6737528,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6569611,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6604419,10 mins, 1 hr, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6737962,15 mins,50 mins, 1 hr 20 mins,,,,,,,15 mins,,,,,,,,,,,
6663332,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6569585,30 mins,50 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6564274,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6596527,20 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6569660,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6578989,10 mins,50 mins, 1 hr,,,,,,,,,,,,,,,,,,
6589636,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6582300,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6736407,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6739475,10 mins,45 mins, 1 hr 5 mins,,,,,,,10 mins,,,,,,,,,,,
6569294,20 mins,50 mins, 1 hr 15 mins,,,,,,,5 mins,,,,,,,,,,,
6738551,15 mins, 1 hr 5 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6649322,5 mins,2 mins,12 mins,,,,,,,5 mins,,,,,,,,,,,
6590106,15 mins, 1 hr, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6574096,15 mins, 1 hr 15 mins, 2 hrs,,,,,,,30 mins,,,,,,,,,,,
6588986,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6597753,15 mins,35 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6569003,20 mins, 1 hr 15 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6582458,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6573969,10 mins,35 mins,55 mins,,,,,,,10 mins,,,,,,,,,,,
6590119,15 mins, 1 hr, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6737924,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6591285,10 mins,50 mins, 1 hr,,,,,,,,,,,,,,,,,,
6570117,20 mins,55 mins, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6594232,25 mins, 1 hr, 1 hr 55 mins,,,,,,,30 mins,,,,,,,,,,,
6583740,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6603464,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6577787,15 mins, 1 hr, 1 hr 20 mins,,,,,,,5 mins,,,,,,,,,,,
6572017,45 mins, 1 hr, 2 hrs 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6598662,15 mins, 1 hr 15 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6650882,15 mins, 1 hr, 1 hr 35 mins,,,,,,,20 mins,,,,,,,,,,,
6568351,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6591463,20 mins,45 mins, 1 hr 25 mins,,,,,,,20 mins,,,,,,,,,,,
6598956,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6567092,10 mins, 1 hr, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
7775410,15 mins,35 mins, 1 hr,,10 mins,,,,,,,,,,,,,,,,
6601379,20 mins,35 mins, 1 hr 5 mins,,,,,,,10 mins,,,,,,,,,,,
6746737,20 mins,15 mins, 1 hr 40 mins,30 mins,,,,,,,,,,35 mins,,,,,,,
7495440,20 mins,30 mins, 1 hr 20 mins,,30 mins,,,,,,,,,,,,,,,,
7488435,5 mins,5 mins,30 mins,,20 mins,,,,,,,,,,,,,,,,
7372763,25 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,
6648560,20 mins, 1 hr, 3 hrs 20 mins,, 2 hrs,,,,,,,,,,,,,,,,
6649439,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6648395,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
7554374,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
7497371,25 mins,45 mins, 4 hrs 5 mins,, 3 hrs,,,,,,,,,,,,,,,,
7504944,20 mins,40 mins, 3 hrs 40 mins,,40 mins,, 2 hrs,,,,,,,,,,,,,,
7255290,10 mins,25 mins,45 mins,,10 mins,,,,,,,,,,,,,,,,
7112373,30 mins,20 mins, 1 hr 50 mins,, 1 hr,,,,,,,,,,,,,,,,
7108822,15 mins,20 mins,45 mins,,10 mins,,,,,,,,,,,,,,,,
7108668,10 mins,20 mins, 1 hr 30 mins,, 1 hr,,,,,,,,,,,,,,,,
6605231,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6649867,20 mins,30 mins, 2 hrs 50 mins,,,,,,, 2 hrs,,,,,,,,,,,
6663194,15 mins,25 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6741040,25 mins,, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6663548,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6649919,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6590505,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6651193,15 mins,25 mins,50 mins,,,,,,,10 mins,,,,,,,,,,,
6738278,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6664533,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6738962,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6650562,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6737568,25 mins,25 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6651028,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6573548,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6737647,15 mins,25 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6663290,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6602759,15 mins,10 mins,45 mins,,,,,,,20 mins,,,,,,,,,,,
6740887,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6650131,45 mins,10 mins, 10 hrs 30 mins,,,,,,, 9 hrs 35 mins,,,,,,,,,,,
6737488,30 mins,, 2 hrs 30 mins,,,,,,, 2 hrs,,,,,,,,,,,
6663916,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6738079,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6596816,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6578864,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6648945,20 mins,35 mins,55 mins,,,,,,,,,,,,,,,,,,
6650070,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6648702,20 mins,30 mins, 1 hr 15 mins,,,,,,,25 mins,,,,,,,,,,,
6593858,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6664955,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6737594,10 mins,5 mins, 2 hrs 15 mins,,,,,,, 2 hrs,,,,,,,,,,,
6649843,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6580827,,,,,,,,,,,,,,,,,,,,,
6603506,20 mins,20 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6603708,,,,,,,,,,,,,,,,,,,,,
6737546,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6573028,,,,,,,,,,,,,,,,,,,,,
6580301,10 mins,25 mins,50 mins,,,,,,,15 mins,,,,,,,,,,,
6580477,,,,,,,,,,,,,,,,,,,,,
6737242,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6738903,10 mins,10 mins,50 mins,,,,,,,30 mins,,,,,,,,,,,
7970578,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
7965584,15 mins,35 mins,55 mins,,,5 mins,,,,,,,,,,,,,,,
7852451,15 mins,8 mins,23 mins,,,,,,,,,,,,,,,,,,
7853525,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
7567649,5 mins,6 mins,15 mins,,,,,,,,,4 mins,,,,,,,,,
7563621,20 mins,40 mins, 1 hr 5 mins,,,5 mins,,,,,,,,,,,,,,,
7562950,10 mins, 1 hr 10 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
7550363,5 mins,30 mins, 1 hr 20 mins,,,30 mins,,,,,,15 mins,,,,,,,,,
7552430,5 mins,6 mins, 1 hr 16 mins,,,30 mins,,,30 mins,,,5 mins,,,,,,,,,
7509498,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
7509081,30 mins,30 mins, 7 hrs,,,,,, 6 hrs,,,,,,,,,,,,
7508957,15 mins,50 mins, 13 hrs 15 mins,,,,,, 12 hrs,,,10 mins,,,,,,,,,
7505087,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6665024,15 mins,35 mins, 1 hr 55 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6649266,20 mins,55 mins, 1 hr 20 mins,,,,,,,5 mins,,,,,,,,,,,
7108102,10 mins,10 mins,50 mins,,,30 mins,,,,,,,,,,,,,,,
6664323,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6598884,15 mins, 5 hrs, 5 hrs 15 mins,,,,,,,,,,,,,,,,,,
6568739,15 mins, 3 hrs 15 mins, 3 hrs 30 mins,,,,,,,,,,,,,,,,,,
7097828,,, 3 hrs 15 mins,,,,,,,,,,20 mins,,,,,,,,
7097119,, 2 hrs 40 mins, 10 hrs 50 mins,,,, 8 hrs,,,,,10 mins,,,,,,,,,
6666175,10 mins, 4 hrs 30 mins, 4 hrs 42 mins,,,2 mins,,,,,,,,,,,,,,,
6666358,20 mins, 3 hrs, 3 hrs 20 mins,,,,,,,,,,,,,,,,,,
7093286,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
7092203,30 mins,2 days,2 days 55 mins,,,15 mins,,,,,,,,,10 mins,,,,,,
6663843,20 mins,30 mins, 1 hr 20 mins,,,,,,,,,30 mins,,,,,,,,,
6741493,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6745720,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6750847,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6748210,40 mins,, 2 hrs 5 mins,,,,,,,,,30 mins,,55 mins,,,,,,,
6649349,45 mins,50 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6664604,20 mins, 4 hrs, 4 hrs 20 mins,,,,,,,,,,,,,,,,,,
6664508,10 mins, 1 hr 5 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6664254,30 mins, 2 hrs 30 mins, 3 hrs 15 mins,,,,,,,15 mins,,,,,,,,,,,
6663440,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6663249,15 mins, 8 hrs, 8 hrs 15 mins,,,,,,,,,,,,,,,,,,
6650289,10 mins, 2 hrs 20 mins, 4 hrs 30 mins,,,,,,, 2 hrs,,,,,,,,,,,
6649667,, 2 hrs 30 mins, 2 hrs 30 mins,,,,,,,,,,,,,,,,,,
6649567,5 mins,30 mins,35 mins,,,,,,,,,,,,,,,,,,
6648676,5 mins,13 mins, 1 hr 23 mins,,,,,,45 mins,,,20 mins,,,,,,,,,
6664414,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6650587,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6664255,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6648238,20 mins, 8 hrs 20 mins, 8 hrs 40 mins,,,,,,,,,,,,,,,,,,
6648220,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6651006,20 mins,35 mins, 2 hrs 15 mins,,,,,,, 1 hr 20 mins,,,,,,,,,,,
6648412,5 mins,40 mins,45 mins,,,,,,,,,,,,,,,,,,
6649620,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6738826,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6649763,5 mins, 1 hr 25 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6663165,15 mins,10 mins,35 mins,,,,,,,10 mins,,,,,,,,,,,
6665025,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6664293, 1 hr 25 mins, 1 hr 15 mins, 2 hrs 50 mins,,,,,,,10 mins,,,,,,,,,,,
6651165,30 mins,30 mins, 1 hr,,,,,,,,,,,,,,,,,,
6648974,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6648642,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6664404,5 mins, 8 hrs, 8 hrs 5 mins,,,,,,,,,,,,,,,,,,
6663160,5 mins, 1 hr 30 mins, 2 hrs,,,,,,,25 mins,,,,,,,,,,,
7494546,45 mins, 5 hrs 15 mins, 6 hrs,,,,,,,,,,,,,,,,,,
6650895,30 mins, 2 hrs 30 mins, 3 hrs,,,,,,,,,,,,,,,,,,
6648264,20 mins, 2 hrs 15 mins, 2 hrs 35 mins,,,,,,,,,,,,,,,,,,
6664066,40 mins, 2 hrs 30 mins, 3 hrs 10 mins,,,,,,,,,,,,,,,,,,
6578560,20 mins,55 mins, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6579133,45 mins, 2 hrs 25 mins, 3 hrs 10 mins,,,,,,,,,,,,,,,,,,
6585605,20 mins, 8 hrs 10 mins, 8 hrs 30 mins,,,,,,,,,,,,,,,,,,
6585400,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6603781,10 mins, 1 hr 5 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6598654,15 mins, 2 hrs 55 mins, 3 hrs 10 mins,,,,,,,,,,,,,,,,,,
6581115,30 mins, 3 hrs 10 mins, 3 hrs 40 mins,,,,,,,,,,,,,,,,,,
6663935,15 mins, 2 hrs 15 mins, 2 hrs 30 mins,,,,,,,,,,,,,,,,,,
6601586,20 mins, 3 hrs 10 mins, 3 hrs 30 mins,,,,,,,,,,,,,,,,,,
6571695,30 mins, 2 hrs 40 mins, 3 hrs 10 mins,,,,,,,,,,,,,,,,,,
6574313,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6589446,20 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6585266,15 mins, 1 hr 30 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6739851,20 mins, 3 hrs 15 mins, 3 hrs 35 mins,,,,,,,,,,,,,,,,,,
6737243,30 mins, 3 hrs 20 mins, 3 hrs 50 mins,,,,,,,,,,,,,,,,,,
6575548,15 mins, 6 hrs 10 mins, 6 hrs 25 mins,,,,,,,,,,,,,,,,,,
6605987,10 mins, 5 hrs 20 mins, 5 hrs 30 mins,,,,,,,,,,,,,,,,,,
6571571,15 mins, 6 hrs 30 mins, 6 hrs 45 mins,,,,,,,,,,,,,,,,,,
6600937,10 mins, 1 hr 40 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6573529,10 mins, 2 hrs 30 mins, 2 hrs 40 mins,,,,,,,,,,,,,,,,,,
6649483,20 mins, 1 hr, 1 hr 40 mins,,,,,,,20 mins,,,,,,,,,,,
6739284,20 mins, 7 hrs, 7 hrs 20 mins,,,,,,,,,,,,,,,,,,
6571755,20 mins, 2 hrs 5 mins, 2 hrs 25 mins,,,,,,,,,,,,,,,,,,
